,unitid,log_yield_per_dollar,Total expenses,Discounts and allowances from local government grants applied to auxiliary enterprises_per_dollar,Discounts and allowances from local government grants applied to tuition and fees_per_dollar,Independent operations revenue - Temporarily restricted_per_dollar,Discounts and allowances from endowments and gifts applied to auxiliary enterprises_per_dollar,Federal appropriations - Temporarily restricted_per_dollar,Federal grants and contracts - Pemanently restricted_per_dollar,Local appropriations - Total_per_dollar,Local appropriations - Unrestricted_per_dollar,Discounts and allowances from state government grants applied to auxiliary enterprises_per_dollar,Academic support-Salaries and wages_per_dollar,Hospital services-Operation and maintenance of plant_per_dollar,Local grants and contracts - Permanently restricted_per_dollar,Independent operations revenue - Permanently restricted_per_dollar,Other expenses-Interest_per_dollar,Local grants and contracts - Total_per_dollar,Independent operations-Total Amount_per_dollar,"Intangible Assets, net of accumulated amortization_per_dollar",Discounts and allowances from other federal grants applied to auxiliary enterprises_per_dollar,Temporarily restricted net assets_per_dollar,"Property, Plant, and Equipment, net of accumulated depreciation_per_dollar",State appropriations - Temporarily restricted_per_dollar,Federal grants and contracts - Temporarily restricted_per_dollar,Independent operations-Depreciation_per_dollar,New gifts and additions_per_dollar,Allowances applied to auxiliary enterprise revenues_per_dollar,Independent operations-All other_per_dollar,Hospital services-Total amount_per_dollar,Tuition and fees - Permanently restricted_per_dollar,Discounts and allowances from state government grants applied to tuition and fees_per_dollar
10,102234,-0.4136643163796491,42366624.166666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030767768866172548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0934358372389398,2.2224539328314434,0.0,0.00080794730930985,0.0,0.008878215043056003,0.0,0.0,0.0,0.0,0.015182422783311604
11,102261,4.071283127616505,3005242.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08388391286227317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19079758122680615,2.703311795969876,0.0,0.0,0.0,0.31012239444903367,0.0,0.0,0.0,0.0,0.0
12,102270,0.4598798272403258,17534699.166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485980678596376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2099641192399506,0.0,0.20648671902412163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,102377,-1.272095334554283,132233560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017795254346425624,0.0,0.0,0.0,0.00031151698555192795,0.0,0.02407750851347167,0.0,0.0,0.3788059665035109,1.6971731205502345,0.0,0.0,0.0,0.007090711314132358,0.0029859427011821606,0.02739585926598361,0.0,0.0,0.011123953707364454
14,102395,0.6613966478210682,4995461.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01164153407519786,0.0,0.0,0.0,0.0,0.0,0.0,0.2512418272479872,0.0,0.04163425947179787,1.0854436266947385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005451348370628e-05
15,102669,-0.33180287867784075,16831287.666666668,0.0,0.0,0.0029507546293299045,0.0,0.0,0.0,0.0,0.0,0.0,0.015540294471033042,0.0,0.0,0.0,0.014939736339839952,0.00024012819142001473,0.0,0.0,0.0,0.4784886432634397,2.0694653328464887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,104586,0.6613966478210682,37841474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03693703457041164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24424962498377664,1.3666316948964514,0.0,0.0,0.0,0.07441570589982832,0.0,0.0,0.0,0.0,0.0
17,105589,1.9966317460710348,15060997.666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054442874114160614,0.0,0.0,0.0,0.0,0.0,0.0,0.0037672471144175866,0.0,0.08774083425593343,1.2392285300798909,0.0,0.0,0.0,0.0008202643857612531,0.0,0.0,0.0,0.0,0.0
18,105899,2.470057144670794,15928668.666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024506348155566716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2891394501561817,1.5077881691974844,0.0,0.01295548742868362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,106342,0.7812900147639503,24177888.166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02938745773695192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09714660149288334,1.5280389976712123,0.0,0.0034881182654159155,0.0,1.5601372518549645,0.0,0.0,0.0,0.0,0.0
20,106546,0.6613966478210682,37841474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011667705297808079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24424962498377664,1.3666316948964514,0.0,0.0,0.0,0.003984807779950644,0.0,0.0,0.0,0.0,0.0
21,106713,2.8137437280128257,10595286.166666666,0.0,0.0,0.0009287620782682337,0.0,0.0,0.0,0.0,0.0,0.0,0.03975399940825887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869209541721203,2.2806912073807917,0.0,0.0,0.0,0.006603691386847394,0.0,0.0,0.0,0.0,0.0
22,107044,0.5074979372206425,124190254.33333333,0.0,0.0,0.0006000296378596943,0.0,0.0,0.0,0.0,0.0,0.0,0.05418751282960977,0.0,0.0,0.0,0.0,0.0,0.05090196516574222,0.0,0.0,0.25083928821328366,1.7225352851962783,0.0,0.0,0.0,0.03397402656633044,0.0,0.0,0.0,0.0,0.0
23,107080,-0.2805350150741415,53810698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02683719137038512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2918696792720785,2.176168163314539,0.0,0.0,0.0,0.0339794328629597,0.0,0.0,0.0,0.0,0.0
24,107141,0.4845198992523968,50871033.666666664,0.0,0.0,0.0,0.011546453013886404,0.0,0.0,0.0,0.0,0.0,0.0530380743655815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864338625816928,1.7599739651447093,0.0,0.0,0.0,0.044731703603873435,0.012656809850158277,0.0,0.0,0.0,0.02629689046158626
25,107512,0.33500806830506924,42636089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01437309364843478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4622944817163382,2.112863162316162,0.0,0.050689206038574505,0.0,0.04366439426468033,0.0,0.0,0.0,0.0,0.07333676876413313
26,107558,0.49855300174543693,22053334.833333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040963812207721356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2209458208244228,1.464668355637733,0.0,0.0,0.0,0.08601597057025594,0.02095044446376965,0.0,0.0,0.0,0.03332053884609394
27,107877,1.9577209671815752,9291923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029091609992893827,0.0,0.0,0.0,1.0762034941529326e-07,0.0,0.0,0.0,0.0,0.182059981914759,2.5381648484746733,0.0,0.0,0.0,0.012091684358555274,0.0,0.0,0.0,0.0,0.06032120584727187
28,108852,2.637604762459066,9104305.833333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0808356705211005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2825089630208857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,109086,2.310771507096811,25267460.166666668,0.0,0.0,0.03514337521365836,0.0,0.0,0.0,0.020581226997218115,0.011608058931605717,0.0,0.030101020376266416,0.0,0.0,0.0,0.0,0.0,0.8210652170745483,0.0,0.0,0.11460520029446833,1.8085144832621713,0.0,0.00032980494590140213,0.028264297055947997,0.0,0.0,0.0,0.0,0.0,0.0
30,109651,0.27622361348655405,107862333.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06513395161115867,0.0,0.0,0.0,0.0,3.090359007005844e-05,0.0,0.0,0.0,0.21513997781122235,0.9403437097287592,0.0,0.0023873023329120144,0.0,0.044714404472367554,0.0,0.0,0.0,0.0,0.0
31,109785,-0.6563783412645203,242817406.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050415074650215316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11871197896646121,0.859947245901656,0.0,0.004907824297532959,0.0,0.0036420659183962205,0.0,0.0,0.0,0.0,4.174741898891793e-05
32,110097,-0.41614484514580224,159161000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038212560447178225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782099048552514,1.3717085215599298,0.0,0.0,0.0,0.020056445988653,0.0,0.0,0.0,0.0,0.0
33,110361,-0.602511252173959,193183209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015520575945431502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08512732077040919,1.792034021100319,0.0,0.004704831774484086,0.0,0.07633207397440013,0.0,0.0,0.0,0.0,0.11768094710550128
34,110370,-0.22120293480743033,75567333.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043228555548693884,0.0,0.0,0.0,0.0,0.0010233698864588756,0.0,0.0,0.0,0.37912987093188416,0.9466656668225247,0.0,0.015434358761722437,0.0,0.01713703452108936,0.0,0.0,0.0,0.0,0.0
35,110404,-2.5350516447543625,3025920968.3333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007381649223631051,0.0,0.0,0.0,0.0,0.0,0.7676980589195065,0.0,0.0,0.27844988092911643,0.32404734853559164,0.0,0.0,0.0,0.025483811641806697,0.0,0.5811982594405509,0.0,0.0,5.1035040774729284e-05
36,110413,-0.7990454141303374,114803876.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026747250202093568,0.0,0.0,0.0,0.0,0.00014425035593709635,0.0,0.004137490961632847,0.0,0.3622720044134631,1.2087508044171626,0.0,0.0,0.0,0.13136162735573836,0.0,0.0,0.0,0.0,0.0
37,110918,6.864573662940644,467453.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10875797716922492,0.0,0.0,0.0,0.0,0.0,0.0,0.003903059232587318,0.0,0.020615583071839895,0.4920731922546362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,111081,0.35493270570746177,67328014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08367631339905555,0.0,0.0,0.0,0.0,0.007164103092857207,0.0,0.0,0.0,0.7195790101081352,0.754008786991202,0.0,0.01061638077328901,0.0,0.0396460528302528,0.0,0.0,0.0,0.0,0.014041020131679512
39,111638,0.6613966478210682,5214830.833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07861619672226505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7903190531747835,0.0,0.0,0.0,0.17871969960035458,0.0,0.0,0.0,0.0,0.0
40,111948,-1.8679439903440171,311322929.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06964655593003975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891358900645233,2.474769483437203,0.0,0.0,0.0,0.03912978723746195,0.0,0.0,0.0,0.0,0.0
41,111966,-0.5025810900211866,53275666.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06325454084729114,0.0,0.0,0.0,0.0,0.039238601738129354,0.0,0.0,0.0,1.064673678414786,0.8404915940360516,0.0,0.031283825636469434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,112075,-0.11453674562008671,69917825.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036303703496193794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3031829946884885,1.0506200169002204,0.0,0.0,0.0,0.06866545086480474,0.0,0.0,0.0,0.0,0.04195013197302151
43,112084,2.4530568617547686,14676568.666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07695670282240813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03167328666696071,0.7840241767682936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030285825665063493
44,112260,-1.1077969889672383,117398500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299393376689935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.520766165382579,2.3684814257990237,0.0,0.0,0.0,0.5449217834980856,0.0,0.0,0.0,0.0,0.0
45,112446,4.15629651598253,11513412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075098502511679426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274719778984718,0.0,0.0,0.0,0.08094846254090447,0.0,0.0,0.0,0.0,0.0
46,112570,0.6613966478210682,16535764.333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055320273170317916,0.0,0.0,0.0,0.0,0.0,0.03546707335955622,0.08513279488965463,0.0,0.041336149908441894,0.6107401990267842,0.0,0.0,0.0,0.05636225705764674,0.0,0.0,0.0,0.0,0.0
47,113537,0.6613966478210682,1185700.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038638475927876115,0.0,0.0,0.0,0.0,0.13704976691700152,0.0,0.0,0.0,0.18170760917173587,0.9278742920501014,0.0,0.0,0.0,0.7860272210355508,0.0,0.0,0.0,0.0,0.0
48,113698,0.1592508373809306,59430301.833333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04049870620013201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3016661076972319,1.36867275038883,0.0,0.0,0.0,0.0026975464544937208,0.0,0.0,0.0,0.0,0.0
49,114813,1.458009184345809,61931530.5,0.0,0.0,0.0038525879263821305,0.0,0.0,0.0,0.0,0.0,0.0,0.07341944342873942,0.0,0.0,0.00012971583190568816,0.0,0.0,0.0,0.0,0.0,0.2809614724441535,0.5021217800088653,0.0,0.0015542325407249544,0.0,0.0016715233607863121,0.0,0.0,0.0,0.0,0.0
50,115083,0.6613966478210682,55065369.833333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10721939550277362,0.0,0.0,0.0,0.0002425844054154314,0.0,0.0,0.0,0.0,0.24993515964127472,1.4014708712011161,0.0,0.0,0.0,0.009366885241325855,0.0,0.0,0.0,0.0,0.0
51,115409,-0.2209692898031549,66999453.833333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04061987341125664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8368946082179878,1.8132068554200627,0.0,0.0,0.0,0.013816023072406985,0.0,0.0,0.0,0.0,0.0
52,115728,0.7032396297130389,32454780.833333332,0.0,0.0,0.0,0.005548489170971395,0.0,0.0,0.0,0.0,0.0,0.050598446756829896,0.0,0.0,0.0,0.0,0.0,0.0,0.005995444379445176,0.0,0.23914309799811978,0.3833304887772441,0.0,0.005354752947671783,0.0,0.03543296150744304,0.004767402398881295,0.0,0.0,0.0,0.07638292221816216
53,116712,0.6613966478210682,24906570.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06673846084022132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08833572544639505,0.6657114675939251,0.0,0.026886535500101845,0.0,0.03741956319414313,0.0,0.0,0.0,0.0,0.0
54,116846,0.2101059342097974,25131422.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06675451154161025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459162926412144,1.4196316185444735,0.0,0.0,0.0,0.00011077765295617468,0.0,0.0,0.0,0.0,0.0032243300195203832
55,117104,3.053347233261383,10251944.833333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04437551515631936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2092858998834839,1.4618227315535852,0.0,0.018392168809466054,0.0,0.048104043478319536,0.0,0.0,0.0,0.0,0.0
56,117140,-0.9524732922372242,148970021.16666666,0.0,0.0,0.0,0.0,0.0,0.0006209303004428765,0.0,0.0,0.0,0.05416155279752389,0.0,0.0,0.0,6.7127600047878544e-09,0.0008798660672808948,0.0,0.0,0.0,0.23500444066415616,1.1051451149521945,0.0,0.00231254694044275,0.0,0.0034022684297866567,0.0,0.0,0.0,0.0,0.0
57,117168,2.5919483496625824,14417614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07195102925259801,0.0,0.0,0.0,0.0,0.015115388255874608,0.0,0.0,0.0,0.056465884946935975,1.1849908382898862,0.0,0.0,0.0,0.005892029013954736,0.0,0.0,0.0,0.0,0.07202509374990897
58,117283,4.544238223170447,1358719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555075037590554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18883374708089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,117627,-0.16356004496935944,78619166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03483177159795022,0.0,0.0,0.0,0.0,0.0,0.02325406038183276,0.0,0.0,0.1308060789316098,0.8168156710455735,0.0,0.0,0.0030073582820759,0.003962125469507015,0.0,0.01488901573949538,0.0,0.0,0.0
60,117751,1.4650111970207296,40040717.166666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515197611158338,0.0,0.0,0.0,0.0,0.0,0.0,0.0035916814227224363,0.0,0.20582761123788232,1.1546752723622338,0.0,0.0,0.0,0.05723950923406496,0.0,0.0,0.0,0.0,0.0
61,117946,-2.0188760400333985,369179666.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04760283836505983,0.0,0.0,0.0,0.0,0.0009354072407382493,0.0,0.0,0.0,0.4099291311637784,1.747765089987802,0.0,0.0,0.0,0.03201693123221846,0.007257532240399661,0.0,0.0,0.0,0.0
62,118693,1.0684944504312186,26851929.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054455943907742894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17878514093372694,0.4795294257469778,0.0,0.0,0.0,0.0035017967703214773,0.055963985753798434,0.0,0.0,0.0,0.0
63,118888,-0.5045223695641743,64567048.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054453273601179415,0.0,0.0,0.0,0.0,0.00440594450587298,0.0,0.0,0.0,0.8925055636996593,1.6264610535654755,0.0,0.0,0.0,0.016156910088699218,0.0,0.0,0.0,0.0,0.0
64,119173,-0.11760690442676207,86837827.5,0.0,0.0,0.0019417305973789666,0.0,0.0,0.0,0.0,0.0,0.0,0.03936532344348051,0.0,0.0,1.9192864614982067e-09,0.0,0.0,0.0,0.0,0.0,0.6949972944298574,0.9191144147405116,0.0,0.0,0.0,0.012726769333329994,0.0038478430766054495,0.0,0.0,0.0,0.09136233860756132
65,119605,0.6613966478210682,225138326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052135444351961054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1562681735494471,0.34064153001356745,0.0,0.0,0.0,0.7800271198605252,0.0,0.0,0.0,0.0,0.007500579887939648
66,120166,-0.16767440463519973,9072375.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383696089298773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.569389571672821,0.0,0.0,0.0,0.1027286624104128,0.0,0.0,0.0,0.0,0.0
67,120184,0.3647717855641848,37126166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04417995024497458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4044969388974881,0.7591691845224919,0.0,0.0021360226998212886,0.0,0.00896087681124951,0.0,0.0,0.0,0.0,0.04386749765650458
68,120254,-1.349505538212361,120230509.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030111008082938682,0.0,0.0,0.0,0.0,0.0032711968816622676,0.0,0.0,0.0,1.7675786202103125,1.4562576036666122,0.0,0.0,0.0,0.15446939490420938,0.0,0.0,0.0,0.0,0.0
69,120403,0.4360256336514496,44033666.333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06276652760211147,0.0,0.0,0.0,0.0,0.0009659275930229718,0.0,0.0,0.0,0.22216755529608068,1.4842209898806291,0.0,7.569965462562474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.04556849717692142
70,120537,2.3226984616976467,23451653.833333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047585442854659224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11271323771529604,0.8968240001097862,0.0,0.0,0.0,0.025613801238452815,0.0,0.0,0.0,0.0,0.0
71,120768,0.6613966478210682,18445624.166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05099227463568708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08607160623325794,0.8236651791262688,0.0,0.0,0.0,8.359706269992038e-05,0.0,0.0,0.0,0.0,0.0
72,120865,0.9106060202341518,48531079.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022943410933193853,0.0,0.0,0.0,0.0,0.0,0.14573946715252165,0.010306076130039515,0.0,0.24031158905775699,0.556963842108643,0.0,0.0028293587273972207,0.0005886331046891302,0.0038973787920790017,0.0,0.11652537009814505,0.0,0.0,0.03065891002898462
73,120883,-2.3807539031839644,327328827.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04354849662787925,0.0,0.0,0.0,0.0,0.008573347652254138,0.0,0.0,0.0,0.30368372677863403,1.1463476036933877,0.0,0.0,0.0,0.034012870454157636,0.0,0.0,0.0,0.0,0.0
74,121150,-2.3800353028596413,350414333.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725151083051207,0.0,0.0,0.0,0.0,0.001086333036224736,0.0,0.0,0.0,0.353292245465606,1.1827046648586483,0.0,6.658783934827628e-06,0.0,0.14346730489525258,0.0,0.0,0.0,0.0,0.0
75,121257,0.385254417810009,60179096.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015756636802725456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531113208055558,1.6810785258853684,0.0,0.0,0.0,0.009091844707239831,0.0,0.0,0.0,0.0,0.0
